126591709727702,63295854863851
48275197810004,24137598905002
135825060854514,67912530427257
83390088631676,41695044315838
77035556883860,38517778441930
20571688952977,74266025101
106722092205991,39337299007
129941880341349,43313960113783
46613413814072,23306706907036
34219986418219,4888569488317
79554496691431,3458891160497
57577964730600,28788982365300
103535407123313,9412309738483
131926919731415,26385383946283
8256938441753,1
99913252350518,49956626175259
78265858423624,39132929211812
77584094187996,38792047093998
45650249060221,3511557620017
38511492410315,7702298482063
67848265960274,33924132980137
41823552202584,20911776101292
110607309371742,55303654685871
13401771771131,118599750187
55200599990356,27600299995178
87869585560713,29289861853571
71785032805235,14357006561047
98726763830024,49363381915012
130199582269747,354767254141
69710590152410,34855295076205
83591030160794,41795515080397
18375732490401,6125244163467
9373224582435,3124408194145
15532007860233,5177335953411
56140656404638,28070328202319
62370140733299,8910020104757
58112111331945,19370703777315
68034402305395,13606880461079
74883283461209,43511495329
80180454000784,40090227000392
6721858470118,3360929235059
16970070625536,8485035312768
53483850487368,26741925243684
42475720255992,21237860127996
61190284213859,2660447139733
2304043453624,1152021726812
111621519293727,37207173097909
100815958643929,1
36684572143647,12228190714549
41547641122686,20773820561343
127129319393604,63564659696802
126187540829181,42062513609727
23042340742949,2094758249359
48798881366380,24399440683190
29625922668973,1742701333469
84687778256155,16937555651231
23468967484234,11734483742117
91882288865570,45941144432785
6653687904544,3326843952272
36308678612938,18154339306469
41254362891279,13751454297093
135642717718558,67821358859279
41776991044271,5968141577753
90998115343878,45499057671939
92542215737009,784329181
104033624090878,52016812045439
69170505245463,23056835081821
139312878527330,69656439263665
46117790722162,23058895361081
18396451107251,2628064443893
118588584576548,59294292288274
10808786478860,5404393239430
87861635619412,43930817809706
124582521449916,62291260724958
101788051329853,14541150189979
136846918769229,45615639589743
70819216335376,35409608167688
5810164455162,2905082227581
95280325483124,47640162741562
119388550001489,2061159643
133485548962391,227402979493
94315164889730,47157582444865
29600667746512,14800333873256
17528230777805,3505646155561
95036730408127,3277128634763
16678637953139,165135029239
128407877381781,42802625793927
74846179667135,14969235933427
4023633180145,804726636029
4949218933105,989843786621
45930254996016,22965127498008
122262461806470,61131230903235
68750081172863,1462767684529
47147182807351,4286107527941
41133478769011,1
38052589809286,19026294904643
72074915117917,1
63155731126412,31577865563206
39614122760256,19807061380128
129253413536313,43084471178771
68487089029208,34243544514604
56775442721288,28387721360644
41111767782797,2418339281341
52890965077313,4808269552483
60607565908588,30303782954294
19606914175488,9803457087744
118472824414863,39490941471621
81692165818990,40846082909495
61598767567606,30799383783803
65200946103250,32600473051625
14428271759745,4809423919915
6462901764493,380170692029
56159732798532,28079866399266
58058436764306,29029218382153
14671214203598,7335607101799
74577518980268,37288759490134
10326312465343,1475187495049
5757028247710,2878514123855
15645313071311,2235044724473
112248733198075,22449746639615
68859477275918,34429738637959
72406050785235,24135350261745
34758224011325,6951644802265
117581917511252,58790958755626
75143612558538,37571806279269
111977605990198,55988802995099
128106328748365,25621265749673
110940547745557,147723765307
48255258247953,16085086082651
33342128014136,16671064007068
59277128626716,29638564313358
68556195386497,9793742198071
51656229892874,25828114946437
41288632737469,3176048672113
60304520957649,20101506985883
3052353572542,1526176786271
54930562756845,18310187585615
86710289524912,43355144762456
46073933360235,15357977786745
37668825672395,7533765134479
30710161732156,15355080866078
44769300081701,3443792313977
47126790094981,47941800707
60924266869522,30462133434761
72404297717003,10343471102429
7046285453303,7998053863
32477828568386,16238914284193
1407536489936,703768244968
17179164310286,8589582155143
33533783533703,1
35828240984446,17914120492223
28055318125033,21141912679
40890678224796,20445339112398
67826825127787,6166075011617
31569859855521,10523286618507
130539303578771,192820241623
82533259312389,27511086437463
133466248215783,44488749405261
56488920142859,55985054651
38782291679762,19391145839881
126388320261514,63194160130757
101575871075644,50787935537822
109196107640062,54598053820031
84647648681455,16929529736291
37971053397910,18985526698955
90476436044451,30158812014817
101275899266119,1
74673800072032,37336900036016
136446452240843,135033863
19748668165369,1795333469579
21828608369831,532405082191
57809544700898,28904772350449
87416452754934,43708226377467
97324414629841,13903487804263
30118767215320,15059383607660
8161479808910,4080739904455
100142899754746,50071449877373
67664665828579,67105609
132281102481636,66140551240818
72945834563146,36472917281573
61973797359350,30986898679675
23874958159776,11937479079888
98876512694575,19775302538915
72964598921072,36482299460536
32591736469675,6518347293935
108869712643243,2531853782401
76674122521398,38337061260699
12812004160244,6406002080122
78182174318848,39091087159424
82326252392689,3579402277943
102118500659457,34039500219819
63142603828488,31571301914244
128132595553070,64066297776535
71496499288554,35748249644277
14118837009673,1283530637243
4300562928665,860112585733
83644201137122,41822100568561
16748505375941,120841459
11088692615972,5544346307986
44729644989099,14909881663033
65987463446656,32993731723328
27879688976751,9293229658917
132523250473381,2500438688177
61233730025136,30616865012568
76358332468440,38179166234220
32081227091036,16040613545518
16217372410027,5088601321
64297071570923,2074099082933
36529006380866,18264503190433
34071281908009,109553961119
8967011925831,2989003975277
93980350468209,31326783489403
4803718193150,2401859096575
128868536394889,219436981
67992546648476,33996273324238
26368485105688,13184242552844
561145618739,5244351577
90910587718183,8333539987
121945465793231,3660816721
74620387023462,37310193511731
77969803757806,38984901878903
132382579982509,4564916551121
60279622069284,30139811034642
88478011740717,29492670580239
135749419847024,67874709923512
41375166203860,20687583101930
85590588840541,1
44499511665107,754229011273
43262297082767,6180328154681
46336110362826,23168055181413
14423850073723,75517539653
38176504408314,19088252204157
115350915553779,38450305184593
52693568606124,26346784303062
87580142455749,29193380818583
30648911260154,15324455630077
109224760174242,54612380087121
82366106593848,41183053296924
109948474532815,21989694906563
128887989324128,64443994662064
1988126304435,662708768145
40977863459051,208009459183
45783231390342,22891615695171
130353425904084,65176712952042
48168234280586,24084117140293
79565069285824,39782534642912
77145310977899,322783727941
58174653266661,19391551088887
113906808991339,16272401284477
19953987750521,1813998886411
44281867763938,22140933881969
24392360114034,12196180057017
79491665080287,26497221693429
140234517849916,70117258924958
107195072909571,35731690969857
135171578655637,1338332461937
119633394687171,39877798229057
11358887501183,53833590053
97256024919885,32418674973295
48740646797501,203935760659
104400557458282,52200278729141
117349262080496,58674631040248
88253023739653,67834760753
34511260533831,11503753511277
131129906706806,65564953353403
60807577829545,12161515565909
48956918520507,16318972840169
125545774323989,1294286333237
38214856117375,7642971223475
12685321765950,6342660882975
110080054280813,136069288357
130622934987353,48396789547
137982489112859,301931048387
62496976888125,20832325629375
84367222573172,42183611286586
14907010156931,4148903467
28844444197973,16908211
75042875462365,15008575092473
66239368735764,33119684367882
29772651479741,18652919
84510790034295,28170263344765
30631658406405,10210552802135
107070147474176,53535073737088
13596907536542,6798453768271
116790306472647,38930102157549
124361484586737,41453828195579
139518153074080,69759076537040
94616688851825,18923337770365
14085022513302,7042511256651
49702465627679,2923674448687
92743567450975,18548713490195
105717438172677,35239146057559
123574552028801,4261191449269
42365614511105,8473122902221
99735095412653,1
4139276790496,2069638395248
71965808453510,35982904226755
8692010859692,4346005429846
89573319353080,44786659676540
139659078507891,46553026169297
60962101429106,30481050714553
63047499709148,31523749854574
100616664900841,1
95901638675876,47950819337938
53698032152513,7671147450359
113828454580462,56914227290231
16125495123778,8062747561889
35357609882796,17678804941398
83305468547775,27768489515925
129613097687640,64806548843820
139892615421659,3253316637713
120897696208174,60448848104087
76379259174830,38189629587415
108312326757976,54156163378988
79319927590809,26439975863603
114228030461448,57114015230724
96192684139443,32064228046481
93314566996229,3010147322459
43808727313367,1
117619530153043,2868769028123
30527234389084,15263617194542
47989359511103,8110699
48378878184384,24189439092192
21344643569190,10672321784595
81745368510036,40872684255018
18971528013182,9485764006591
89074288042728,44537144021364
113626084012544,56813042006272
55190275499851,1084991753
87742173828071,12534596261153
95729535726567,31909845242189
63182984718064,31591492359032
96993034200591,32331011400197
